Date,Home Team,Away Team,Home Odds,Away Odds,Home Points,Away Points
7-Jan-19,Rockets,Nuggets,1.89,1.96,125,113
7-Jan-19,Mavericks,Lakers,1.32,3.57,97,107
7-Jan-19,Kings,Magic,1.53,2.61,111,95
7-Jan-19,Trail Blazers,Knicks,1.12,6.84,111,101
8-Jan-19,76ers,Wizards,1.28,3.82,132,115
8-Jan-19,Cavaliers,Pacers,4.96,1.19,115,123
8-Jan-19,Raptors,Hawks,1.08,8.86,104,101
8-Jan-19,Heat,Nuggets,1.77,2.12,99,103
8-Jan-19,Thunder,Timberwolves,1.28,3.92,117,119
8-Jan-19,Suns,Kings,2.41,1.6,115,111
8-Jan-19,Clippers,Hornets,1.39,3.13,128,109
8-Jan-19,Warriors,Knicks,1.03,15.95,122,95
9-Jan-19,Wizards,76ers,2.4,1.61,123,106
9-Jan-19,Celtics,Pacers,1.34,3.45,135,108
9-Jan-19,Nets,Hawks,1.25,4.18,116,100
9-Jan-19,Pelicans,Cavaliers,1.06,10.82,140,124
9-Jan-19,Grizzlies,Spurs,2.2,1.71,96,86
9-Jan-19,Rockets,Bucks,2.06,1.8,109,116
9-Jan-19,Mavericks,Suns,1.15,5.94,104,94
9-Jan-19,Jazz,Magic,1.21,4.7,106,93
9-Jan-19,Trail Blazers,Bulls,1.19,5.06,124,112
9-Jan-19,Lakers,Pistons,1.86,2.01,113,100
10-Jan-19,Heat,Celtics,2.18,1.72,115,99
10-Jan-19,Nuggets,Clippers,1.46,2.83,121,100
10-Jan-19,Spurs,Thunder,2.03,1.83,154,147
10-Jan-19,Kings,Pistons,1.29,3.76,112,102
11-Jan-19,Wizards,Bucks,2.09,1.79,113,106
11-Jan-19,76ers,Hawks,1.19,5.02,121,123
11-Jan-19,Raptors,Nets,1.18,5.28,122,105
11-Jan-19,Knicks,Pacers,4.09,1.26,106,121
11-Jan-19,Timberwolves,Mavericks,1.51,2.64,115,119
11-Jan-19,Rockets,Cavaliers,1.07,9.78,141,113
11-Jan-19,Jazz,Lakers,1.27,4.01,113,95
11-Jan-19,Trail Blazers,Hornets,1.37,3.21,127,96
11-Jan-19,Warriors,Bulls,1.05,11.71,146,109
12-Jan-19,Clippers,Pistons,1.34,3.4,104,109
12-Jan-19,Heat,Grizzlies,1.63,2.36,112,108
12-Jan-19,Magic,Celtics,3.42,1.34,105,103
12-Jan-19,Thunder,Spurs,1.38,3.17,122,112
12-Jan-19,Timberwolves,Pelicans,2.07,1.8,110,106
12-Jan-19,Suns,Nuggets,4.4,1.23,102,93
12-Jan-19,Jazz,Bulls,1.12,6.77,110,102
12-Jan-19,Kings,Hornets,1.44,2.9,104,97
13-Jan-19,Wizards,Raptors,2.76,1.48,138,140
13-Jan-19,Knicks,76ers,4.09,1.26,105,108
13-Jan-19,Hawks,Bucks,4.81,1.2,114,133
13-Jan-19,Magic,Rockets,2.77,1.47,116,109
13-Jan-19,Mavericks,Warriors,3.03,1.41,114,119
13-Jan-19,Nuggets,Trail Blazers,1.55,2.57,116,113
13-Jan-19,Lakers,Cavaliers,1.16,5.73,95,101
14-Jan-19,Nets,Celtics,2.16,1.74,109,102
14-Jan-19,Rockets,Grizzlies,1.63,2.37,112,94
14-Jan-19,Spurs,Hornets,1.3,3.68,93,108
14-Jan-19,Jazz,Pistons,1.3,3.75,100,94
14-Jan-19,Kings,Trail Blazers,1.77,2.11,115,107
14-Jan-19,Clippers,Pelicans,1.99,1.86,117,121
15-Jan-19,76ers,Timberwolves,1.41,3.01,149,107
15-Jan-19,Pacers,Suns,1.16,5.68,131,97
15-Jan-19,Hawks,Thunder,4.76,1.21,142,126
15-Jan-19,Bucks,Heat,1.25,4.18,124,86
15-Jan-19,Nuggets,Warriors,2.18,1.73,111,142
15-Jan-19,Lakers,Bulls,1.34,3.4,107,100
16-Jan-19,Pistons,Magic,1.59,2.45,120,115
16-Jan-19,Grizzlies,Bucks,3.03,1.41,101,111
16-Jan-19,Rockets,Nets,1.43,2.93,142,145
16-Jan-19,Celtics,Raptors,1.69,2.25,117,108
16-Jan-19,Mavericks,Spurs,1.84,2.02,101,105
16-Jan-19,Trail Blazers,Cavaliers,1.07,9.78,129,112
16-Jan-19,Clippers,Jazz,1.9,1.96,109,129
16-Jan-19,Warriors,Pelicans,1.34,3.37,147,140
17-Jan-19,Wizards,Knicks,1.32,3.54,101,100
17-Jan-19,Pacers,76ers,1.67,2.29,96,120
17-Jan-19,Hornets,Kings,1.69,2.23,114,95
17-Jan-19,Raptors,Suns,1.22,4.53,111,109
17-Jan-19,Nuggets,Bulls,1.06,10.3,135,105
17-Jan-19,Thunder,Lakers,1.19,5.01,128,138
18-Jan-19,Magic,Nets,1.75,2.15,115,117
18-Jan-19,Pistons,Heat,1.73,2.18,98,93
18-Jan-19,Celtics,Grizzlies,1.17,5.42,122,116
18-Jan-19,Timberwolves,Spurs,1.83,2.03,113,116
18-Jan-19,Jazz,Cavaliers,1.04,12.46,115,99
18-Jan-19,Trail Blazers,Pelicans,1.66,2.31,128,112
18-Jan-19,Clippers,Warriors,3.49,1.33,94,112
19-Jan-19,76ers,Thunder,1.63,2.37,115,117
19-Jan-19,Hornets,Suns,1.34,3.44,135,115
19-Jan-19,Magic,Bucks,5.23,1.18,108,118
19-Jan-19,Pacers,Mavericks,1.31,3.62,111,99
19-Jan-19,Pistons,Kings,1.98,1.88,101,103
19-Jan-19,Raptors,Grizzlies,1.15,5.84,119,90
19-Jan-19,Hawks,Celtics,3.35,1.35,105,113
19-Jan-19,Bulls,Heat,2.47,1.58,103,117
19-Jan-19,Rockets,Lakers,1.33,3.45,138,134
19-Jan-19,Nuggets,Cavaliers,1.02,16.21,124,102
20-Jan-19,Pacers,Hornets,1.29,3.8,120,95
20-Jan-19,Spurs,Clippers,1.21,4.74,95,103
20-Jan-19,Timberwolves,Suns,1.1,7.68,116,114
21-Jan-19,Knicks,Thunder,4.36,1.23,109,127
21-Jan-19,Cavaliers,Bulls,2.2,1.71,88,104
21-Jan-19,Wizards,Pistons,1.44,2.92,101,87
21-Jan-19,Bucks,Mavericks,1.14,6.13,116,106
21-Jan-19,Hawks,Magic,1.74,2.15,103,122
21-Jan-19,Nets,Kings,1.6,2.43,123,94
21-Jan-19,Grizzlies,Pelicans,1.69,2.24,85,105
21-Jan-19,Celtics,Heat,1.25,4.16,107,99
21-Jan-19,76ers,Rockets,1.54,2.6,121,93
21-Jan-19,Jazz,Trail Blazers,1.46,2.81,104,109
21-Jan-19,Lakers,Warriors,8.35,1.09,111,130
22-Jan-19,Raptors,Kings,1.15,5.86,120,105
22-Jan-19,Thunder,Trail Blazers,1.56,2.53,123,114
22-Jan-19,Mavericks,Clippers,1.68,2.26,106,98
22-Jan-19,Suns,Timberwolves,2.49,1.57,91,118
23-Jan-19,Pacers,Raptors,1.4,3.06,110,106
23-Jan-19,Knicks,Rockets,3.88,1.28,110,114
23-Jan-19,Heat,Clippers,1.45,2.88,99,111
23-Jan-19,Nets,Magic,1.49,2.73,114,110
23-Jan-19,Celtics,Cavaliers,1.06,11.01,123,103
23-Jan-19,76ers,Spurs,1.7,2.25,122,120
23-Jan-19,Pelicans,Pistons,1.48,2.73,94,98
23-Jan-19,Grizzlies,Hornets,1.84,2.02,107,118
23-Jan-19,Bulls,Hawks,1.83,2.04,101,121
23-Jan-19,Jazz,Nuggets,1.56,2.53,114,108
24-Jan-19,Wizards,Warriors,4.67,1.21,118,126
24-Jan-19,Thunder,Pelicans,1.08,9.32,122,116
24-Jan-19,Suns,Trail Blazers,4.19,1.25,106,120
24-Jan-19,Lakers,Timberwolves,1.76,2.13,105,120
25-Jan-19,Magic,Wizards,1.63,2.35,91,95
25-Jan-19,Cavaliers,Heat,4.2,1.25,94,100
25-Jan-19,Nets,Knicks,1.23,4.44,109,99
25-Jan-19,Grizzlies,Kings,1.77,2.11,96,99
25-Jan-19,Rockets,Raptors,2.38,1.62,121,119
25-Jan-19,Bulls,Clippers,2.69,1.5,101,106
25-Jan-19,Bucks,Hornets,1.13,6.55,108,99
25-Jan-19,Mavericks,Pistons,1.51,2.67,106,101
25-Jan-19,Jazz,Timberwolves,1.17,5.58,106,102
25-Jan-19,Nuggets,Suns,1.05,11.91,132,95
26-Jan-19,Pelicans,Spurs,2.63,1.52,114,126
26-Jan-19,Grizzlies,Pacers,2.71,1.49,106,103
26-Jan-19,Celtics,Warriors,2.42,1.6,111,115
26-Jan-19,Nuggets,76ers,1.17,5.43,126,110
26-Jan-19,Trail Blazers,Hawks,1.24,4.26,120,111
27-Jan-19,Clippers,Kings,1.62,2.38,122,108
27-Jan-19,Bulls,Cavaliers,1.54,2.58,101,104
27-Jan-19,Thunder,Bucks,2.02,1.84,118,112
27-Jan-19,Spurs,Wizards,1.58,2.49,132,119
27-Jan-19,Timberwolves,Jazz,2.84,1.46,111,125
27-Jan-19,Rockets,Magic,1.24,4.23,103,98
27-Jan-19,Mavericks,Raptors,2.63,1.52,120,123
27-Jan-19,Knicks,Heat,2.79,1.47,97,106
27-Jan-19,Lakers,Suns,1.3,3.72,116,102
28-Jan-19,Pacers,Warriors,3.64,1.31,100,132
28-Jan-19,Hornets,Knicks,1.11,7.28,101,92
28-Jan-19,Celtics,Nets,1.23,4.46,112,104
28-Jan-19,Grizzlies,Nuggets,2.94,1.43,92,95
28-Jan-19,Clippers,Hawks,1.4,3.07,118,123
29-Jan-19,Magic,Thunder,2.35,1.63,117,126
29-Jan-19,Pistons,Bucks,3.46,1.33,105,115
29-Jan-19,Cavaliers,Wizards,3.77,1.29,116,113
29-Jan-19,Nets,Bulls,1.37,3.24,122,117
29-Jan-19,Rockets,Pelicans,1.08,9.43,116,121
29-Jan-19,Spurs,Suns,1.08,9.26,126,124
29-Jan-19,Lakers,76ers,3.53,1.32,105,121
30-Jan-19,Knicks,Mavericks,3.42,1.34,90,114
30-Jan-19,Heat,Bulls,1.16,5.82,89,105
30-Jan-19,Celtics,Hornets,1.32,3.58,126,94
30-Jan-19,Wizards,Pacers,1.89,1.97,107,89
30-Jan-19,Pelicans,Nuggets,4.54,1.22,99,105
30-Jan-19,Timberwolves,Grizzlies,1.65,2.32,99,97
30-Jan-19,Kings,Hawks,1.47,2.77,135,113
30-Jan-19,Trail Blazers,Jazz,2.21,1.71,132,105
31-Jan-19,Magic,Pacers,1.63,2.36,107,100
31-Jan-19,Pistons,Mavericks,1.3,3.65,93,89
31-Jan-19,Raptors,Bucks,1.71,2.21,92,105
31-Jan-19,Spurs,Nets,1.31,3.66,117,114
31-Jan-19,Clippers,Lakers,2.1,1.78,120,123
31-Jan-19,Warriors,76ers,1.28,3.94,104,113
1-Feb-19,Hornets,Grizzlies,1.28,3.87,100,92
1-Feb-19,Knicks,Celtics,9.54,1.07,99,113
1-Feb-19,Heat,Thunder,2.44,1.59,102,118
1-Feb-19,Jazz,Hawks,1.11,7.19,128,112
1-Feb-19,Nuggets,Rockets,1.64,2.35,136,122
2-Feb-19,Pistons,Clippers,1.73,2.18,101,111
2-Feb-19,Wizards,Bucks,3.1,1.4,115,131
2-Feb-19,Magic,Nets,1.66,2.29,102,89
2-Feb-19,Hornets,Bulls,1.35,3.33,125,118
2-Feb-19,Heat,Pacers,1.76,2.14,88,95
2-Feb-19,Cavaliers,Mavericks,2.82,1.46,98,111
2-Feb-19,Spurs,Pelicans,1.16,5.64,113,108
2-Feb-19,Warriors,Lakers,1.06,11.26,115,101
2-Feb-19,Jazz,Rockets,1.34,3.38,98,125
2-Feb-19,Suns,Hawks,1.77,2.1,112,118
2-Feb-19,Timberwolves,Nuggets,1.84,2.02,106,107
2-Feb-19,Kings,76ers,2.28,1.67,115,108
3-Feb-19,Knicks,Grizzlies,2.18,1.73,84,96
3-Feb-19,Celtics,Thunder,1.56,2.52,134,129
3-Feb-19,Raptors,Clippers,1.21,4.67,121,103
4-Feb-19,Wizards,Hawks,1.35,3.35,129,137
4-Feb-19,Pistons,Nuggets,2.15,1.74,129,103
4-Feb-19,Nets,Bucks,3.46,1.33,94,113
4-Feb-19,Pelicans,Pacers,2.38,1.62,107,109
4-Feb-19,Suns,Rockets,4.28,1.24,110,118
4-Feb-19,Kings,Spurs,2.1,1.78,127,112
5-Feb-19,Pacers,Lakers,2.18,1.73,136,94
5-Feb-19,Cavaliers,Celtics,5.79,1.15,96,103
5-Feb-19,Hornets,Clippers,1.63,2.36,115,117
5-Feb-19,Knicks,Pistons,2.33,1.64,92,105
5-Feb-19,76ers,Raptors,1.75,2.15,107,119
5-Feb-19,Thunder,Magic,1.23,4.4,132,122
5-Feb-19,Grizzlies,Timberwolves,2.43,1.6,108,106
5-Feb-19,Trail Blazers,Heat,1.3,3.67,108,118
6-Feb-19,Nets,Nuggets,2.34,1.64,135,130
6-Feb-19,Bucks,Wizards,1.13,6.72,148,129
6-Feb-19,Bulls,Pelicans,2.02,1.84,120,125
6-Feb-19,Mavericks,Hornets,1.44,2.9,99,93
6-Feb-19,Jazz,Suns,1.06,10.72,116,88
6-Feb-19,Kings,Rockets,2.49,1.57,101,127
6-Feb-19,Warriors,Spurs,1.05,11.48,141,102
7-Feb-19,Magic,Timberwolves,1.61,2.4,122,112
7-Feb-19,Pacers,Clippers,1.38,3.2,116,92
7-Feb-19,Hawks,Raptors,3.33,1.35,101,119
7-Feb-19,Thunder,Grizzlies,1.07,9.34,117,95
7-Feb-19,Celtics,Lakers,1.24,4.34,128,129
7-Feb-19,Trail Blazers,Spurs,1.4,3.1,127,118
8-Feb-19,Wizards,Cavaliers,1.19,5.05,119,106
8-Feb-19,76ers,Nuggets,1.41,3.05,117,110
8-Feb-19,Pistons,Knicks,1.3,3.74,120,103
8-Feb-19,Nets,Bulls,1.27,3.95,106,125
8-Feb-19,Mavericks,Bucks,2.99,1.42,107,122
8-Feb-19,Suns,Warriors,13.5,1.04,107,117
8-Feb-19,Pelicans,Timberwolves,1.42,2.97,122,117
8-Feb-19,Kings,Heat,1.61,2.4,102,96
9-Feb-19,Jazz,Spurs,1.29,3.82,125,105
9-Feb-19,Pacers,Cavaliers,1.07,9.96,105,90
9-Feb-19,Knicks,Raptors,9.23,1.08,99,104
9-Feb-19,Hawks,Hornets,2.1,1.77,120,129
9-Feb-19,Grizzlies,Pelicans,1.85,2,99,90
9-Feb-19,Bulls,Wizards,2.11,1.76,125,134
9-Feb-19,Celtics,Clippers,1.12,6.85,112,123
9-Feb-19,Rockets,Thunder,1.73,2.17,112,117
9-Feb-19,Bucks,Magic,1.37,3.22,83,103
10-Feb-19,Mavericks,Trail Blazers,2.31,1.65,102,101
10-Feb-19,76ers,Lakers,1.35,3.4,143,120
10-Feb-19,Kings,Suns,1.22,4.52,117,104
10-Feb-19,Hawks,Magic,1.99,1.87,108,124
10-Feb-19,Warriors,Heat,1.08,9.22,120,118
11-Feb-19,Pacers,Hornets,1.46,2.82,99,90
11-Feb-19,Pistons,Wizards,1.4,3.06,121,112
11-Feb-19,Cavaliers,Knicks,1.88,1.97,107,104
11-Feb-19,Raptors,Nets,1.17,5.41,127,125
11-Feb-19,Thunder,Trail Blazers,1.53,2.62,120,111
11-Feb-19,Timberwolves,Clippers,1.6,2.44,130,120
11-Feb-19,Rockets,Mavericks,1.15,5.99,120,104
11-Feb-19,Bulls,Bucks,6.37,1.13,99,112
11-Feb-19,Nuggets,Heat,1.21,4.79,103,87
12-Feb-19,Hawks,Lakers,2.95,1.43,117,113
12-Feb-19,76ers,Celtics,1.34,3.42,109,112
12-Feb-19,Pelicans,Magic,1.51,2.66,88,118
12-Feb-19,Grizzlies,Spurs,3.61,1.31,107,108
12-Feb-19,Warriors,Jazz,1.23,4.48,115,108
13-Feb-19,Pacers,Bucks,2.6,1.53,97,106
13-Feb-19,Cavaliers,Nets,3.6,1.31,139,148
13-Feb-19,Raptors,Wizards,1.21,4.75,129,120
13-Feb-19,Knicks,76ers,5.22,1.18,111,126
13-Feb-19,Celtics,Pistons,1.59,2.45,118,110
13-Feb-19,Timberwolves,Rockets,2.57,1.54,121,111
13-Feb-19,Bulls,Grizzlies,1.82,2.04,122,110
13-Feb-19,Mavericks,Heat,1.65,2.33,101,112
13-Feb-19,Nuggets,Kings,1.32,3.58,120,118
13-Feb-19,Trail Blazers,Warriors,2.14,1.75,129,107
13-Feb-19,Clippers,Suns,1.3,3.68,134,107
14-Feb-19,Magic,Hornets,1.58,2.47,127,89
14-Feb-19,Hawks,Knicks,1.29,3.77,91,106
14-Feb-19,Pelicans,Thunder,2.61,1.52,131,122
21-Feb-19,76ers,Heat,1.41,3.03,106,102
21-Feb-19,Cavaliers,Suns,1.87,1.99,111,98
21-Feb-19,Nets,Trail Blazers,2.28,1.67,99,113
21-Feb-19,Bucks,Celtics,1.39,3.15,98,97
21-Feb-19,Lakers,Rockets,2.28,1.67,111,106
21-Feb-19,Warriors,Kings,1.1,7.64,125,123
22-Feb-19,Raptors,Spurs,1.27,3.95,120,117
22-Feb-19,Magic,Bulls,1.28,3.9,109,110
22-Feb-19,Pacers,Pelicans,1.47,2.78,126,111
22-Feb-19,Hornets,Wizards,1.47,2.79,123,110
22-Feb-19,Knicks,Timberwolves,2.51,1.56,104,115
22-Feb-19,Hawks,Pistons,2.67,1.51,122,125
22-Feb-19,Grizzlies,Clippers,2.23,1.7,106,112
22-Feb-19,Mavericks,Nuggets,3.41,1.34,104,114
22-Feb-19,Thunder,Jazz,1.56,2.51,148,147
23-Feb-19,76ers,Trail Blazers,1.83,2.04,115,130
23-Feb-19,Wizards,Pacers,1.89,1.96,112,119
23-Feb-19,Pelicans,Lakers,3.16,1.38,128,115
23-Feb-19,Cavaliers,Grizzlies,1.84,2.01,112,107
23-Feb-19,Hornets,Nets,1.62,2.38,115,117
23-Feb-19,Hawks,Suns,1.62,2.37,120,112
23-Feb-19,Heat,Pistons,1.61,2.4,96,119
23-Feb-19,Thunder,Kings,1.41,3.06,116,119
23-Feb-19,Bulls,Celtics,5.31,1.18,126,116
23-Feb-19,Bucks,Timberwolves,1.09,8.4,140,128
23-Feb-19,Warriors,Rockets,1.12,6.99,112,118
23-Feb-19,Jazz,Mavericks,1.12,6.8,125,109
24-Feb-19,Raptors,Magic,1.33,3.48,98,113
24-Feb-19,Nuggets,Clippers,1.21,4.7,123,96
24-Feb-19,Knicks,Spurs,4.46,1.23,130,118
25-Feb-19,Pistons,Pacers,1.72,2.19,113,109
25-Feb-19,Cavaliers,Trail Blazers,4.52,1.22,110,123
25-Feb-19,Hornets,Warriors,4.18,1.25,110,121
25-Feb-19,Heat,Suns,1.3,3.7,121,124
25-Feb-19,Nets,Spurs,1.82,2.05,101,85
25-Feb-19,Pelicans,76ers,2.14,1.76,110,111
25-Feb-19,Timberwolves,Kings,1.62,2.37,112,105
25-Feb-19,Grizzlies,Lakers,2.84,1.45,110,105
25-Feb-19,Rockets,Hawks,1.09,8.1,119,111
25-Feb-19,Bulls,Bucks,3.88,1.28,106,117
25-Feb-19,Clippers,Mavericks,1.62,2.38,121,112
26-Feb-19,Knicks,Magic,3.64,1.31,108,103
26-Feb-19,Raptors,Celtics,1.62,2.38,118,95
26-Feb-19,Nuggets,Thunder,1.62,2.38,121,112
27-Feb-19,Hornets,Rockets,2.84,1.45,113,118
27-Feb-19,Hawks,Timberwolves,2.68,1.5,131,123
27-Feb-19,Heat,Warriors,4.95,1.19,126,125
27-Feb-19,Nets,Wizards,1.47,2.79,116,125
27-Feb-19,Grizzlies,Bulls,1.64,2.33,107,109
27-Feb-19,Celtics,Trail Blazers,1.71,2.21,92,97
27-Feb-19,Spurs,Pistons,1.55,2.54,105,93
27-Feb-19,Mavericks,Pacers,1.99,1.87,110,101
27-Feb-19,Jazz,Clippers,1.19,5.06,111,105
27-Feb-19,Kings,Bucks,3.19,1.38,140,141
27-Feb-19,Lakers,Pelicans,1.38,3.19,125,119
28-Feb-19,Magic,Warriors,2.58,1.53,103,96
28-Feb-19,Pacers,Timberwolves,1.62,2.37,122,115
28-Feb-19,Knicks,Cavaliers,1.81,2.05,118,125
28-Feb-19,Thunder,76ers,1.57,2.49,104,108
28-Feb-19,Rockets,Heat,1.21,4.72,121,118
28-Feb-19,Nuggets,Jazz,1.32,3.55,104,111
1-Mar-19,Nets,Hornets,1.69,2.24,112,123
1-Mar-19,Hawks,Bulls,1.92,1.94,161,168
1-Mar-19,Raptors,Trail Blazers,1.5,2.7,119,117
1-Mar-19,Celtics,Wizards,1.18,5.17,107,96
1-Mar-19,Suns,Pelicans,2.58,1.54,116,130
1-Mar-19,Kings,Clippers,1.65,2.32,109,116
1-Mar-19,Lakers,Bucks,2.95,1.43,120,131
2-Mar-19,Cavaliers,Pistons,3.89,1.28,93,129
2-Mar-19,Pacers,Magic,1.66,2.3,112,117
2-Mar-19,Heat,Nets,1.73,2.17,117,88
2-Mar-19,Spurs,Thunder,1.49,2.74,116,102
2-Mar-19,76ers,Warriors,2.75,1.48,117,120
2-Mar-19,Mavericks,Grizzlies,1.51,2.68,81,111
2-Mar-19,Jazz,Bucks,1.53,2.59,115,111
2-Mar-19,Suns,Lakers,3.38,1.34,118,109
2-Mar-19,Nuggets,Pelicans,1.08,8.95,112,120
3-Mar-19,Hornets,Trail Blazers,2.16,1.74,108,118
3-Mar-19,Clippers,Knicks,1.18,5.36,128,107
3-Mar-19,Bulls,Hawks,1.57,2.51,118,123
3-Mar-19,Celtics,Rockets,1.77,2.11,104,115
3-Mar-19,Wizards,Timberwolves,1.91,1.93,135,121
3-Mar-19,Pistons,Raptors,2.1,1.78,112,107
3-Mar-19,Cavaliers,Magic,3.05,1.41,107,93
3-Mar-19,Thunder,Grizzlies,1.18,5.31,99,95
4-Mar-19,Heat,Hawks,1.18,5.26,114,113
4-Mar-19,Nets,Mavericks,1.43,2.94,127,88
4-Mar-19,Spurs,Nuggets,1.83,2.02,104,103
4-Mar-19,Jazz,Pelicans,1.19,5.1,112,115
4-Mar-19,Suns,Bucks,8.42,1.09,114,105
4-Mar-19,Kings,Knicks,1.14,6.08,115,108
4-Mar-19,Lakers,Clippers,1.59,2.45,105,113
5-Mar-19,76ers,Magic,1.54,2.58,114,106
5-Mar-19,Pacers,Bulls,1.36,3.32,105,96
5-Mar-19,Raptors,Rockets,1.63,2.36,95,107
5-Mar-19,Timberwolves,Thunder,2.1,1.78,131,120
5-Mar-19,Grizzlies,Trail Blazers,2.91,1.44,120,111
5-Mar-19,Warriors,Celtics,1.37,3.26,95,128
6-Mar-19,Wizards,Mavericks,1.44,2.89,132,123
6-Mar-19,Pistons,Timberwolves,1.5,2.7,131,114
6-Mar-19,Hornets,Heat,1.63,2.35,84,91
6-Mar-19,Nets,Cavaliers,1.2,4.81,113,107
6-Mar-19,Hawks,Spurs,2.89,1.44,104,111
6-Mar-19,Pelicans,Jazz,2.69,1.51,104,114
6-Mar-19,Bulls,76ers,2.49,1.57,108,107
6-Mar-19,Suns,Knicks,1.59,2.45,107,96
6-Mar-19,Kings,Celtics,2.1,1.78,109,111
6-Mar-19,Lakers,Nuggets,2.75,1.49,99,115
7-Mar-19,Bucks,Pacers,1.2,4.94,117,98
7-Mar-19,Trail Blazers,Thunder,1.62,2.39,121,129
8-Mar-19,Magic,Mavericks,1.35,3.36,111,106
8-Mar-19,Hornets,Wizards,1.55,2.56,112,111
8-Mar-19,Pelicans,Raptors,4.22,1.24,104,127
8-Mar-19,Heat,Cavaliers,1.23,4.33,126,110
8-Mar-19,Grizzlies,Jazz,2.71,1.49,114,104
8-Mar-19,Rockets,76ers,1.29,3.82,107,91
8-Mar-19,Bulls,Pistons,2.45,1.59,104,112
8-Mar-19,Clippers,Thunder,1.79,2.09,118,110
8-Mar-19,Warriors,Nuggets,1.37,3.26,122,105
9-Mar-19,Knicks,Kings,2.92,1.43,94,102
9-Mar-19,Hawks,Nets,2.6,1.53,112,114
9-Mar-19,Timberwolves,Wizards,1.34,3.39,135,130
9-Mar-19,Lakers,Celtics,3.54,1.32,107,120
9-Mar-19,Bucks,Hornets,1.12,7.01,131,114
9-Mar-19,Trail Blazers,Suns,1.11,7.5,127,120
10-Mar-19,Pistons,Bulls,1.24,4.33,131,108
10-Mar-19,76ers,Pacers,1.38,3.19,106,89
10-Mar-19,Heat,Raptors,1.8,2.08,104,125
10-Mar-19,Grizzlies,Magic,1.9,1.96,105,97
10-Mar-19,Hawks,Pelicans,1.9,1.96,128,116
10-Mar-19,Mavericks,Rockets,4.24,1.25,93,94
10-Mar-19,Spurs,Bucks,2.12,1.76,121,114
10-Mar-19,Timberwolves,Knicks,1.38,3.21,103,92
10-Mar-19,Warriors,Suns,1.03,14.8,111,115
11-Mar-19,Wizards,Kings,1.76,2.14,121,115
11-Mar-19,Cavaliers,Raptors,4.42,1.23,126,101
11-Mar-19,Nets,Pistons,1.74,2.16,103,75
11-Mar-19,Rockets,Hornets,1.19,5.03,118,106
11-Mar-19,Jazz,Thunder,1.62,2.39,89,98
11-Mar-19,Clippers,Celtics,2.07,1.8,140,115
12-Mar-19,76ers,Cavaliers,1.05,11.28,106,99
12-Mar-19,Pacers,Knicks,1.14,6.35,103,98
12-Mar-19,Pelicans,Bucks,5.55,1.17,113,130
12-Mar-19,Mavericks,Spurs,2.35,1.63,105,112
12-Mar-19,Bulls,Lakers,2.13,1.75,107,123
12-Mar-19,Nuggets,Timberwolves,1.17,5.39,133,107
12-Mar-19,Clippers,Trail Blazers,2.4,1.61,104,125
13-Mar-19,Wizards,Magic,1.82,2.05,100,90
13-Mar-19,Thunder,Nets,1.34,3.44,108,96
13-Mar-19,Heat,Pistons,1.74,2.15,108,74
13-Mar-19,Hawks,Grizzlies,2.04,1.83,132,111
13-Mar-19,Rockets,Warriors,1.58,2.47,104,106
13-Mar-19,Suns,Jazz,4.21,1.25,97,114
14-Mar-19,Magic,Cavaliers,1.25,4.14,120,91
14-Mar-19,Pacers,Thunder,1.88,1.97,108,106
14-Mar-19,Celtics,Kings,1.31,3.67,126,120
14-Mar-19,Raptors,Lakers,1.33,3.49,111,98
14-Mar-19,Jazz,Timberwolves,1.24,4.32,120,100
14-Mar-19,Nuggets,Mavericks,1.13,6.5,100,99
15-Mar-19,Wizards,Hornets,1.66,2.3,110,116
15-Mar-19,76ers,Kings,1.17,5.58,123,114
15-Mar-19,Pistons,Lakers,1.09,8.17,111,97
15-Mar-19,Pelicans,Trail Blazers,4.42,1.23,110,122
15-Mar-19,Heat,Bucks,2.78,1.47,98,113
15-Mar-19,Rockets,Suns,1.1,7.75,108,102
15-Mar-19,Spurs,Knicks,1.08,8.96,109,83
15-Mar-19,Clippers,Bulls,1.23,4.36,128,121
16-Mar-19,Celtics,Hawks,1.16,5.66,129,120
16-Mar-19,Wizards,Grizzlies,1.82,2.04,135,128
16-Mar-19,Pelicans,Suns,1.51,2.67,136,138
16-Mar-19,Spurs,Trail Blazers,1.72,2.19,108,103
16-Mar-19,Thunder,Warriors,1.78,2.08,88,110
16-Mar-19,Mavericks,Cavaliers,1.44,2.88,121,116
16-Mar-19,Jazz,Nets,1.24,4.3,114,98
16-Mar-19,Nuggets,Pacers,1.35,3.34,102,100
17-Mar-19,Knicks,Lakers,2.64,1.52,124,123
17-Mar-19,Heat,Hornets,1.63,2.35,93,75
17-Mar-19,Bucks,76ers,1.42,2.99,125,130
17-Mar-19,Pistons,Raptors,1.84,2.03,110,107
17-Mar-19,Kings,Bulls,1.36,3.27,129,102
17-Mar-19,Magic,Hawks,1.26,4.1,101,91
17-Mar-19,Clippers,Nets,1.43,2.94,119,116
17-Mar-19,Rockets,Timberwolves,1.2,4.87,117,102
18-Mar-19,Wizards,Jazz,2.85,1.45,95,116
18-Mar-19,Cavaliers,Pistons,3.25,1.37,126,119
18-Mar-19,Raptors,Knicks,1.11,7.34,128,92
18-Mar-19,Celtics,Nuggets,1.58,2.48,105,114
