Date,Home Team,Away Team,Home Odds,Away Odds,Home Points,Away Points
18-Mar-19,Spurs,Warriors,2.27,1.68,111,105
18-Mar-19,Thunder,Heat,1.44,2.91,107,116
18-Mar-19,Mavericks,Pelicans,1.5,2.7,125,129
18-Mar-19,Suns,Bulls,1.72,2.19,101,116
18-Mar-19,Trail Blazers,Pacers,1.54,2.59,106,98
19-Mar-19,Hornets,76ers,1.83,2.03,114,118
19-Mar-19,Hawks,Rockets,3.81,1.29,105,121
19-Mar-19,Timberwolves,Warriors,3.18,1.38,107,117
19-Mar-19,Bucks,Lakers,1.15,5.85,115,101
19-Mar-19,Kings,Nets,1.64,2.34,121,123
19-Mar-19,Clippers,Pacers,1.47,2.8,115,109
20-Mar-19,76ers,Celtics,1.62,2.39,118,115
20-Mar-19,Magic,Pelicans,1.22,4.62,119,96
20-Mar-19,Cavaliers,Bucks,3.02,1.42,107,102
20-Mar-19,Knicks,Jazz,8.18,1.09,116,137
20-Mar-19,Grizzlies,Rockets,2.89,1.44,126,125
20-Mar-19,Bulls,Wizards,2.54,1.56,126,120
20-Mar-19,Spurs,Heat,1.41,3.05,105,110
20-Mar-19,Thunder,Raptors,1.5,2.7,114,123
20-Mar-19,Trail Blazers,Mavericks,1.19,5.11,126,118
21-Mar-19,Wizards,Nuggets,4.09,1.26,108,113
21-Mar-19,Hornets,Timberwolves,1.42,2.99,113,106
21-Mar-19,Hawks,Jazz,3.58,1.32,117,114
21-Mar-19,Kings,Mavericks,1.24,4.35,116,100
21-Mar-19,Suns,Pistons,3.27,1.37,98,118
21-Mar-19,Warriors,Pacers,1.14,6.26,112,89
22-Mar-19,Magic,Grizzlies,1.16,5.72,123,119
22-Mar-19,Raptors,Thunder,1.77,2.11,109,116
22-Mar-19,Knicks,Nuggets,6.49,1.13,93,111
22-Mar-19,Cavaliers,Clippers,3.39,1.35,108,110
22-Mar-19,Rockets,Spurs,1.38,3.18,111,105
22-Mar-19,Bucks,Heat,1.3,3.73,116,87
22-Mar-19,Lakers,Nets,2.2,1.72,106,111
23-Mar-19,Hornets,Celtics,2.45,1.58,124,117
23-Mar-19,Wizards,Heat,1.83,2.04,108,113
23-Mar-19,Hawks,76ers,3.54,1.32,129,127
23-Mar-19,Grizzlies,Timberwolves,1.91,1.94,99,112
23-Mar-19,Bulls,Jazz,6.34,1.14,83,114
23-Mar-19,Warriors,Mavericks,1.08,8.94,91,126
23-Mar-19,Kings,Suns,1.15,5.93,112,103
23-Mar-19,Trail Blazers,Pistons,1.46,2.82,117,112
24-Mar-19,Knicks,Clippers,4.16,1.25,113,124
24-Mar-19,Bucks,Cavaliers,1.07,9.39,127,105
24-Mar-19,Pacers,Nuggets,2.03,1.83,124,88
24-Mar-19,Raptors,Hornets,1.13,6.48,114,115
24-Mar-19,Pelicans,Rockets,5.06,1.19,90,113
24-Mar-19,Celtics,Spurs,2.09,1.79,96,115
24-Mar-19,Warriors,Pistons,1.18,5.22,121,114
24-Mar-19,Lakers,Kings,1.96,1.89,111,106
25-Mar-19,Magic,76ers,1.77,2.11,119,98
25-Mar-19,Grizzlies,Thunder,3.87,1.28,115,103
25-Mar-19,Jazz,Suns,1.07,10.15,125,92
25-Mar-19,Trail Blazers,Nets,1.39,3.11,148,144
26-Mar-19,Cavaliers,Celtics,3.02,1.42,106,116
26-Mar-19,Hornets,Spurs,2.6,1.54,125,116
26-Mar-19,Raptors,Bulls,1.06,10.62,112,103
26-Mar-19,Heat,Magic,1.62,2.39,99,104
26-Mar-19,Pelicans,Hawks,2.18,1.73,120,130
26-Mar-19,Timberwolves,Clippers,2.27,1.67,111,122
26-Mar-19,Bucks,Rockets,1.64,2.35,108,94
26-Mar-19,Mavericks,Kings,2.13,1.76,121,125
26-Mar-19,Nuggets,Pistons,1.3,3.71,95,92
26-Mar-19,Lakers,Wizards,1.71,2.21,124,106
27-Mar-19,Thunder,Pacers,1.35,3.34,107,99
27-Mar-19,Grizzlies,Warriors,5.01,1.19,103,118
27-Mar-19,Bulls,Trail Blazers,4.5,1.23,98,118
27-Mar-19,Suns,Wizards,1.99,1.87,121,124
27-Mar-19,Jazz,Lakers,1.05,11.89,115,100
28-Mar-19,76ers,Nets,1.32,3.58,123,110
28-Mar-19,Pistons,Magic,1.64,2.33,115,98
28-Mar-19,Knicks,Raptors,5.58,1.16,92,117
28-Mar-19,Heat,Mavericks,1.4,3.07,105,99
28-Mar-19,Pelicans,Kings,3.22,1.38,121,118
28-Mar-19,Bucks,Clippers,1.18,5.28,128,118
28-Mar-19,Rockets,Nuggets,1.41,3.04,112,85
28-Mar-19,Spurs,Cavaliers,1.11,7.13,116,110
29-Mar-19,Celtics,Pacers,1.34,3.42,114,112
29-Mar-19,Hawks,Trail Blazers,2.21,1.7,98,118
29-Mar-19,Thunder,Nuggets,1.52,2.63,105,115
29-Mar-19,Timberwolves,Warriors,5.24,1.18,131,130
29-Mar-19,Jazz,Wizards,1.08,8.55,128,124
29-Mar-19,Lakers,Hornets,2.11,1.77,129,115
30-Mar-19,Clippers,Cavaliers,1.24,4.28,132,108
30-Mar-19,Rockets,Kings,1.18,5.29,119,108
30-Mar-19,Nets,Celtics,1.58,2.5,110,96
30-Mar-19,Pacers,Magic,1.82,2.05,116,121
30-Mar-19,Pistons,Trail Blazers,1.43,2.97,99,90
30-Mar-19,Knicks,Heat,3.49,1.33,92,100
30-Mar-19,Timberwolves,76ers,2.61,1.53,109,118
30-Mar-19,Bulls,Raptors,5.66,1.16,101,124
30-Mar-19,Suns,Grizzlies,2.12,1.77,115,120
31-Mar-19,Hawks,Bucks,2.15,1.75,136,135
31-Mar-19,Thunder,Mavericks,1.1,7.92,103,106
31-Mar-19,Pelicans,Lakers,1.64,2.35,102,130
31-Mar-19,Spurs,Kings,1.17,5.47,106,113
31-Mar-19,Nuggets,Wizards,1.15,5.72,90,95
31-Mar-19,Warriors,Hornets,1.13,6.48,137,90
31-Mar-19,Clippers,Grizzlies,1.19,5,113,96
1-Apr-19,Pacers,Pistons,1.45,2.86,111,102
1-Apr-19,Raptors,Magic,1.36,3.3,121,109
1-Apr-19,Knicks,Bulls,1.61,2.4,113,105
1-Apr-19,Nets,Bucks,1.84,2.02,121,131
1-Apr-19,Celtics,Heat,1.35,3.33,110,105
1-Apr-19,Timberwolves,Trail Blazers,2.35,1.63,122,132
1-Apr-19,Mavericks,76ers,2.69,1.5,122,102
1-Apr-19,Jazz,Hornets,1.14,6.23,111,102
1-Apr-19,Suns,Cavaliers,1.8,2.07,122,113
2-Apr-19,Thunder,Lakers,1.1,7.92,119,103
2-Apr-19,Spurs,Hawks,1.13,6.42,117,111
2-Apr-19,Kings,Rockets,3.07,1.4,105,130
2-Apr-19,Warriors,Nuggets,1.25,4.17,116,102
3-Apr-19,Wizards,Bulls,1.19,5.03,114,115
3-Apr-19,Magic,Knicks,1.08,8.59,114,100
3-Apr-19,Pistons,Pacers,1.71,2.21,89,108
3-Apr-19,Heat,Celtics,1.93,1.93,102,112
3-Apr-19,Nets,Raptors,2.13,1.76,105,115
3-Apr-19,Hawks,76ers,2.6,1.53,130,122
3-Apr-19,Pelicans,Hornets,2.67,1.51,109,115
3-Apr-19,Mavericks,Timberwolves,1.74,2.16,108,110
3-Apr-19,Nuggets,Spurs,1.5,2.71,113,85
3-Apr-19,Trail Blazers,Grizzlies,1.15,5.91,116,89
3-Apr-19,Suns,Jazz,5.75,1.16,97,118
3-Apr-19,Clippers,Rockets,2.21,1.71,103,135
4-Apr-19,76ers,Bucks,2.69,1.5,122,128
4-Apr-19,Kings,Cavaliers,1.2,4.95,117,104
4-Apr-19,Lakers,Warriors,9.13,1.07,90,108
5-Apr-19,Wizards,Spurs,3.25,1.37,112,129
5-Apr-19,Magic,Hawks,1.24,4.34,149,113
5-Apr-19,Hornets,Raptors,3.07,1.4,113,111
5-Apr-19,Thunder,Pistons,1.4,3.04,123,110
5-Apr-19,Timberwolves,Heat,2.51,1.56,111,109
5-Apr-19,Pacers,Celtics,2.01,1.84,97,117
5-Apr-19,Rockets,Knicks,1.02,17.25,120,96
5-Apr-19,Mavericks,Grizzlies,1.56,2.52,112,122
5-Apr-19,Jazz,Kings,1.18,5.14,119,98
5-Apr-19,Suns,Pelicans,2.21,1.7,133,126
5-Apr-19,Clippers,Lakers,1.13,6.48,117,122
5-Apr-19,Warriors,Cavaliers,1.04,12.61,120,114
5-Apr-19,Nuggets,Trail Blazers,1.4,3.07,119,110
6-Apr-19,Bucks,Nets,1.64,2.34,128,133
6-Apr-19,Bulls,76ers,5.22,1.18,96,116
7-Apr-19,Raptors,Heat,1.42,3.03,117,109
7-Apr-19,Cavaliers,Spurs,4.27,1.24,90,112
7-Apr-19,Timberwolves,Thunder,3.24,1.36,126,132
7-Apr-19,Pistons,Hornets,1.36,3.29,91,104
7-Apr-19,Pacers,Nets,1.72,2.19,96,108
7-Apr-19,Grizzlies,Mavericks,1.97,1.87,127,129
7-Apr-19,Bucks,Hawks,1.12,6.8,115,107
7-Apr-19,Rockets,Suns,1.02,18.21,149,113
7-Apr-19,Knicks,Wizards,2.45,1.59,113,110
7-Apr-19,Celtics,Magic,1.57,2.49,108,116
7-Apr-19,Warriors,Clippers,1.13,6.57,131,104
7-Apr-19,Kings,Pelicans,1.12,6.8,129,133
7-Apr-19,Trail Blazers,Nuggets,1.26,4.12,115,108
7-Apr-19,Lakers,Jazz,7.07,1.11,113,109
9-Apr-19,Wizards,Celtics,1.51,2.68,110,116
9-Apr-19,Pistons,Grizzlies,1.1,7.99,100,93
9-Apr-19,Cavaliers,Hornets,4.24,1.25,97,124
9-Apr-19,Heat,76ers,1.39,3.13,122,99
9-Apr-19,Pelicans,Warriors,4.7,1.22,103,112
9-Apr-19,Timberwolves,Raptors,3.8,1.29,100,120
9-Apr-19,Bulls,Knicks,1.79,2.09,86,96
9-Apr-19,Mavericks,Suns,1.26,4.08,120,109
9-Apr-19,Jazz,Nuggets,1.79,2.08,118,108
9-Apr-19,Thunder,Rockets,2.3,1.67,112,111
9-Apr-19,Lakers,Trail Blazers,4.8,1.21,101,104
10-Apr-19,Spurs,Mavericks,1.07,9.45,105,94
10-Apr-19,76ers,Bulls,1.43,2.93,125,109
10-Apr-19,Knicks,Pistons,4.27,1.24,89,115
10-Apr-19,Bucks,Thunder,2.59,1.53,116,127
10-Apr-19,Grizzlies,Warriors,2.84,1.45,132,117
10-Apr-19,Hornets,Magic,1.57,2.51,114,122
10-Apr-19,Nets,Heat,1.5,2.7,113,94
10-Apr-19,Hawks,Pacers,1.45,2.84,134,135
10-Apr-19,Trail Blazers,Kings,1.65,2.31,136,131
10-Apr-19,Clippers,Jazz,1.31,3.6,143,137
10-Apr-19,Nuggets,Timberwolves,1.11,7.32,99,95
